long,long,long,long,float,float,float,flags,long,
3759,162,3,1,-1333.67687988,108.243492126,146.821182251,0x0,0,
3760,162,4,1,-1385.16088867,105.163192749,79.7941055298,0x0,0,
3761,162,5,1,-1526.9251709,71.6859817505,18.0712623596,0x0,0,
3762,162,6,1,-1650.81738281,66.8671875,3.01583909988,0x0,0,
3763,162,7,1,-1732.1998291,102.971572876,10.5561094284,0x0,0,
3764,162,8,1,-1885.87890625,84.7389297485,39.6398658752,0x0,0,
3765,162,9,1,-2032.50634766,43.860244751,37.6828460693,0x0,0,
3766,162,10,1,-2137.59008789,65.2085494995,54.7478523254,0x0,0,
3767,162,11,1,-2265.14160156,167.793624878,94.3380355835,0x0,0,
3768,162,12,1,-2268.14404297,309.794708252,162.516159058,0x0,0,
3769,162,13,1,-2232.01513672,389.2734375,193.355545044,0x0,0,
3770,162,14,1,-2210.6105957,515.841674805,183.771591187,0x0,0,
3771,162,15,1,-2190.18676758,607.968322754,170.562103271,0x0,0,
3772,162,16,1,-2206.46704102,666.68762207,168.968521118,0x0,0,
3773,162,17,1,-2197.47802734,723.875244141,168.727584839,0x0,0,
3774,162,18,1,-2150.44067383,782.367980957,166.924057007,0x0,0,
3775,162,19,1,-2107.11181641,830.724853516,174.611679077,0x0,0,
3776,162,20,1,-2029.12329102,853.397705078,169.721481323,0x0,0,
3777,162,21,1,-1972.93774414,901.278625488,161.20072937,0x0,0,
3778,162,22,1,-1837.51037598,1074.41357422,111.012046814,0x0,0,
3779,162,23,1,-1711.57507324,1160.62060547,108.586433411,0x0,0,
3780,162,24,1,-1651.12915039,1310.39648438,109.791313171,0x0,0,
3781,162,25,1,-1707.23852539,1491.45080566,90.793510437,0x0,0,
3782,162,26,1,-1640.17370605,1815.72094727,76.5689849854,0x0,0,
3783,162,27,1,-1816.35205078,2051.27563477,85.7857666016,0x0,0,
3784,162,28,1,-1758.56896973,2394.96704102,138.222671509,0x0,0,
3785,162,29,1,-1732.49816895,2797.85986328,171.156570435,0x0,0,
3786,162,30,1,-1752.64904785,3015.38647461,127.968238831,0x0,0,
3787,162,31,1,-1685.3840332,3120.66113281,83.6047439575,0x0,0,
6577,162,32,1,-1686.79272461,3209.00341797,43.971786499,0x0,0,
6578,162,33,1,-1732.62329102,3256.06518555,21.2018508911,0x0,0,
6579,162,34,1,-1767.5880127,3263.90893555,6.04640388489,0x0,0,
3854,163,0,1,-3832.22607422,-4521.36962891,14.8695697784,0x0,0,
3855,163,1,1,-3856.07470703,-4552.64599609,16.4153575897,0x0,0,
3856,163,2,1,-3848.17358398,-4609.45996094,24.066493988,0x0,0,
3857,163,3,1,-3782.72753906,-4651.22070313,26.8147983551,0x0,0,
3858,163,4,1,-3693.01733398,-4643.2578125,29.1308326721,0x0,0,
3859,163,5,1,-3600.27539063,-4558.22851563,30.0365161896,0x0,0,
3860,163,6,1,-3499.9855957,-4434.27636719,30.1787490845,0x0,0,
3861,163,7,1,-3396.58325195,-4349.78759766,13.9023809433,0x0,0,
3862,163,8,1,-3215.60009766,-4252.3515625,12.8928527832,0x0,0,
3863,163,9,1,-3036.54077148,-4212.80761719,12.1357660294,0x0,0,
3864,163,10,1,-2819.11938477,-4230.83837891,14.5992908478,0x0,0,
3865,163,11,1,-2677.01220703,-4160.32324219,14.6984987259,0x0,0,
3866,163,12,1,-2368.29418945,-4089.55981445,22.7104892731,0x0,0,
3867,163,13,1,-2187.57495117,-3887.34375,24.2600765228,0x0,0,
3868,163,14,1,-2028.44311523,-3759.35375977,54.6722831726,0x0,0,
3869,163,15,1,-1959.14147949,-3599.65917969,70.083442688,0x0,0,
3870,163,16,1,-1916.50134277,-3377.9230957,71.4855728149,0x0,0,
3871,163,17,1,-1811.05493164,-3126.33764648,95.002784729,0x0,0,
3872,163,18,1,-1903.203125,-2839.34326172,108.064338684,0x0,0,
3873,163,19,1,-2106.20166016,-2691.53833008,107.731506348,0x0,0,
3874,163,20,1,-2186.33129883,-2435.52001953,112.294616699,0x0,0,
3875,163,21,1,-2184.87158203,-2159.77612305,112.249923706,0x0,0,
3876,163,22,1,-2155.51831055,-1889.02563477,103.877250671,0x0,0,
3877,163,23,1,-2278.55200195,-1689.97741699,106.26474762,0x0,0,
3878,163,24,1,-2319.96875,-1545.66821289,97.3465576172,0x0,0,
3879,163,25,1,-2336.06176758,-1214.96459961,16.6357822418,0x0,0,
3896,163,26,1,-2403.99047852,-948.003234863,4.26914978027,0x0,0,
3897,163,27,1,-2608.32250977,-653.007629395,16.3930244446,0x0,0,
3898,163,28,1,-2662.43945313,-380.37979126,21.9318981171,0x0,0,
3899,163,29,1,-2611.37548828,-150.070755005,25.6289272308,0x0,0,
3900,163,30,1,-2441.54296875,12.2020397186,45.354850769,0x0,0,
3901,163,31,1,-2273.75830078,253.676437378,125.502723694,0x0,0,
3902,163,32,1,-2220.33984375,352.453765869,189.485244751,0x0,0,
3903,163,33,1,-2209.95849609,512.12902832,180.763000488,0x0,0,
3904,163,34,1,-2191.75292969,608.177978516,167.203338623,0x0,0,
3905,163,35,1,-2208.51733398,667.143798828,168.277740479,0x0,0,
3906,163,36,1,-2224.76831055,773.593017578,196.232894897,0x0,0,
3907,163,37,1,-2176.70361328,833.718200684,194.879867554,0x0,0,
3908,163,38,1,-2065.98168945,842.510192871,185.127227783,0x0,0,
3909,163,39,1,-1975.23962402,889.992736816,160.667800903,0x0,0,
3910,163,40,1,-1838.52124023,1010.57250977,112.882247925,0x0,0,
3911,163,41,1,-1683.71240234,1025.95288086,106.280792236,0x0,0,
3912,163,42,1,-1568.92626953,980.261535645,98.3374633789,0x0,0,
3913,163,43,1,-1434.20239258,978.503051758,97.7928771973,0x0,0,
3914,163,44,1,-1338.37451172,936.64465332,99.1653060913,0x0,0,
3915,163,45,1,-1206.49353027,940.349304199,106.541122437,0x0,0,
3916,163,46,1,-978.740356445,867.375366211,120.704101563,0x0,0,
3917,163,47,1,-782.471984863,963.815551758,118.668457031,0x0,0,
3918,163,48,1,-634.860900879,985.845031738,114.530952454,0x0,0,
3919,163,49,1,-468.705505371,955.836914063,104.448829651,0x0,0,
3920,163,50,1,-318.950744629,991.833312988,100.542831421,0x0,0,
3921,163,51,1,-184.41255188,1068.05041504,102.060958862,0x0,0,
3922,163,52,1,-79.0734024048,1157.13122559,106.948410034,0x0,0,
3923,163,53,1,-28.1822376251,1255.77307129,144.254302979,0x0,0,
3924,163,54,1,20.0079746246,1320.59191895,179.873031616,0x0,0,
3925,163,55,1,77.0213775635,1344.6887207,198.353515625,0x0,0,
3926,163,56,1,139.210403442,1325.69665527,194.767166138,0x0,0,
3936,181,0,1,6341.32373047,557.719055176,16.2037830353,0x0,0,
3937,181,1,1,6340.01416016,588.348449707,17.67719841,0x0,0,
3938,181,2,1,6301.39306641,616.203125,10.0766496658,0x0,0,
3939,181,3,1,6236.63867188,597.637390137,12.7925300598,0x0,0,
3940,181,4,1,6115.67382813,509.783843994,21.5132789612,0x0,0,
3941,181,5,1,5955.41894531,446.262054443,26.6307964325,0x0,0,
3942,181,6,1,5843.74072266,475.294494629,21.3972644806,0x0,0,
3943,181,7,1,5675.46533203,483.291137695,24.5338630676,0x0,0,
3944,181,8,1,5553.90673828,445.25,31.12109375,0x0,0,
3945,181,9,1,5445.67480469,431.260406494,32.1720275879,0x0,0,
3946,181,10,1,5337.77685547,460.059783936,30.5094394684,0x0,0,
3947,181,11,1,5284.32275391,533.72265625,29.1476573944,0x0,0,
3948,181,12,1,5102.83349609,475.061737061,26.2838592529,0x0,0,
3949,181,13,1,4987.44189453,481.904510498,24.5784912109,0x0,0,
3950,181,14,1,4888.85400391,546.52734375,25.4167137146,0x0,0,
3951,181,15,1,4781.81005859,595.717651367,25.1695823669,0x0,0,
3952,181,16,1,4736.63232422,671.379760742,29.8216552734,0x0,0,
3953,181,17,1,4663.171875,713.989807129,28.8981876373,0x0,0,
3954,181,18,1,4550.71289063,811.180114746,24.281867981,0x0,0,
3955,181,19,1,4433.87060547,936.56640625,20.2934570312,0x0,0,
3956,181,20,1,4348.07910156,1080.17651367,20.5020751953,0x0,0,
3957,181,21,1,4225.38183594,1147.75097656,16.0350379944,0x0,0,
3958,181,22,1,4085.26879883,1146.18469238,9.10434246063,0x0,0,
3959,181,23,1,3969.84472656,1182.18078613,8.32344245911,0x0,0,
3960,181,24,1,3788.52441406,1270.59899902,2.95781803131,0x0,0,
3961,181,25,1,3611.34863281,1390.51049805,6.99728679657,0x0,0,
3962,181,26,1,3397.72753906,1538.08374023,11.8354625702,0x0,0,
3965,181,27,1,3315.59228516,1699.84008789,15.1443281174,0x0,0,
3966,181,28,1,3334.35375977,1928.01196289,46.8504219055,0x0,0,
3967,181,29,1,3299.01367188,2204.73852539,77.7277297974,0x0,0,
3968,181,30,1,3209.01855469,2339.86645508,78.2730560303,0x0,0,
3969,181,31,1,3072.45751953,2423.8059082,120.994682312,0x0,0,
3970,181,32,1,2997.19335938,2498.91357422,143.16104126,0x0,0,
3971,181,33,1,2929.50610352,2518.25097656,163.400360107,0x0,0,
3972,181,34,1,2840.90600586,2465.95263672,198.321121216,0x0,0,
3973,181,35,1,2824.171875,2355.05737305,246.546936035,0x0,0,
3974,181,36,1,2769.79248047,2174.16015625,257.127410889,0x0,0,
3975,181,37,1,2742.85913086,2044.55126953,287.144958496,0x0,0,
3976,181,38,1,2707.22314453,1917.24194336,361.534759521,0x0,0,
3977,181,39,1,2711.17773438,1795.36694336,386.030731201,0x0,0,
3978,181,40,1,2693.34277344,1669.91894531,378.68460083,0x0,0,
3979,181,41,1,2592.42871094,1521.01452637,365.25378418,0x0,0,
3980,181,42,1,2465.3503418,1407.40063477,361.351043701,0x0,0,
3981,181,43,1,2417.20361328,1311.70288086,364.593200684,0x0,0,
3982,181,44,1,2394.57519531,1203.44592285,359.149505615,0x0,0,
3983,181,45,1,2365.23388672,1122.36193848,339.745666504,0x0,0,
3984,181,46,1,2233.76293945,1071.36120605,302.548431396,0x0,0,
3985,181,47,1,2109.56298828,1101.27209473,276.008178711,0x0,0,
3986,181,48,1,2016.37976074,1137.12548828,293.664672852,0x0,0,
3987,181,49,1,1941.45874023,1232.73303223,285.557189941,0x0,0,
3988,181,50,1,1881.13171387,1337.96557617,206.783615112,0x0,0,
3989,181,51,1,1711.18554687,1337.43444824,219.853118896,0x0,0,
3990,181,52,1,1589.15991211,1309.28552246,224.541137695,0x0,0,
3991,181,53,1,1484.14038086,1385.48669434,194.946975708,0x0,0,
3992,181,54,1,1296.28649902,1424.96557617,151.936981201,0x0,0,
3993,181,55,1,1185.80834961,1515.33776855,116.197242737,0x0,0,
3994,181,56,1,1036.54260254,1539.13000488,79.1030197144,0x0,0,
3998,181,57,1,881.957824707,1621.30700684,45.9727706909,0x0,0,
3999,181,58,1,713.502075195,1658.43945313,35.36328125,0x0,0,
4000,181,59,1,632.571960449,1708.86523438,47.9860839844,0x0,0,
4001,181,60,1,385.044921875,1790.1953125,80.6934127808,0x0,0,
4002,181,61,1,263.521484375,1834.15087891,96.9807662964,0x0,0,
4003,181,62,1,155.650360107,1790.07189941,111.250022888,0x0,0,
4004,181,63,1,39.193523407,1669.95568848,119.858802795,0x0,0,
4005,181,64,1,-42.9899101257,1555.07189941,118.223472595,0x0,0,
4006,181,65,1,-148.881072998,1498.44006348,100.274177551,0x0,0,
4007,181,66,1,-316.565979004,1456.5045166,106.541122437,0x0,0,
4008,181,67,1,-447.804901123,1431.60778809,106.910316467,0x0,0,
4009,181,68,1,-593.003234863,1425.0814209,98.7033691406,0x0,0,
4010,181,69,1,-833.151245117,1310.82067871,118.361473083,0x0,0,
4011,181,70,1,-900.267150879,1245.82092285,139.91973877,0x0,0,
4012,181,71,1,-1016.09112549,1126.55175781,98.9195251465,0x0,0,
4013,181,72,1,-1149.88085938,1046.68432617,99.0884094238,0x0,0,
4014,181,73,1,-1327.74584961,1038.98937988,99.1732254028,0x0,0,
4015,181,74,1,-1470.95568848,986.377746582,100.405258179,0x0,0,
4016,181,75,1,-1590.55065918,900.064697266,118.415748596,0x0,0,
4017,181,76,1,-1726.08996582,841.755432129,124.380577087,0x0,0,
4018,181,77,1,-1855.5357666,903.476135254,147.347763062,0x0,0,
4019,181,78,1,-1966.3638916,894.212219238,153.930252075,0x0,0,
4020,181,79,1,-2028.29260254,853.091796875,170.331329346,0x0,0,
4021,181,80,1,-2082.90893555,836.607849121,203.001159668,0x0,0,
4022,181,81,1,-2147.15136719,811.456726074,196.881759644,0x0,0,
4023,181,82,1,-2202.4699707,732.517578125,186.234695435,0x0,0,
4024,181,83,1,-2222.26123047,658.823486328,164.992752075,0x0,0,
4025,181,84,1,-2261.39941406,592.32989502,166.089187622,0x0,0,
4026,181,85,1,-2224.90844727,537.313354492,169.494537354,0x0,0,
4027,181,86,1,-2207.44702148,457.167541504,189.469467163,0x0,0,
4028,181,87,1,-2220.90161133,386.092437744,193.777740479,0x0,0,
4029,181,88,1,-2246.23535156,290.076171875,150.664169312,0x0,0,
4030,181,89,1,-2332.87207031,173.314025879,66.0579681396,0x0,0,
4031,181,90,1,-2392.17333984,67.3517837524,43.0210418701,0x0,0,
4032,181,91,1,-2489.59716797,-33.2798957825,30.589756012,0x0,0,
4033,181,92,1,-2595.77783203,-205.737747192,26.463973999,0x0,0,
4034,181,93,1,-2650.07641602,-404.096801758,21.1328258514,0x0,0,
4035,181,94,1,-2596.8659668,-551.766418457,23.8712844849,0x0,0,
4036,181,95,1,-2577.55175781,-766.997314453,28.8552036285,0x0,0,
4037,181,96,1,-2617.49414063,-924.966491699,25.3334674835,0x0,0,
4038,181,97,1,-2624.27856445,-1080.30310059,23.0560646057,0x0,0,
4039,181,98,1,-2592.8449707,-1236.39318848,38.274356842,0x0,0,
4040,181,99,1,-2485.49975586,-1365.22961426,35.4414672852,0x0,0,
4041,181,100,1,-2393.890625,-1505.42602539,91.0537109375,0x0,0,
4042,181,101,1,-2390.88232422,-1671.52392578,122.300971985,0x0,0,
4043,181,102,1,-2246.28613281,-1850.76977539,127.718940735,0x0,0,
4044,181,103,1,-2160.61621094,-2068.16333008,123.964653015,0x0,0,
4045,181,104,1,-2131.9375,-2232.2590332,127.787582397,0x0,0,
4046,181,105,1,-2014.10986328,-2455.29638672,126.644073486,0x0,0,
4047,181,106,1,-1887.90734863,-2530.51391602,124.378646851,0x0,0,
4048,181,107,1,-1787.37731934,-2670.44262695,125.594146729,0x0,0,
4049,181,108,1,-1831.50219727,-2841.54956055,126.289550781,0x0,0,
4050,181,109,1,-1836.890625,-3038.85473633,125.188941956,0x0,0,
4051,181,110,1,-1827.40039062,-3171.6875,114.575630188,0x0,0,
4052,181,111,1,-1923.53234863,-3350.13891602,95.7521286011,0x0,0,
4053,181,112,1,-1952.85986328,-3573.92431641,67.0282440186,0x0,0,
4054,181,113,1,-2008.35632324,-3729.73217773,53.9221038818,0x0,0,
4055,181,114,1,-2121.20922852,-3815.98095703,33.8625984192,0x0,0,
4056,181,115,1,-2216.79589844,-4017.5144043,39.5377616882,0x0,0,
4057,181,116,1,-2360.89868164,-4146.29638672,47.6321182251,0x0,0,
4058,181,117,1,-2544.06567383,-4245.95947266,42.7953491211,0x0,0,
4059,181,118,1,-2713.09887695,-4240.42626953,37.6281929016,0x0,0,
4060,181,119,1,-2957.80322266,-4224.46972656,31.9114780426,0x0,0,
4061,181,120,1,-3151.92578125,-4242.24853516,30.4169654846,0x0,0,
4062,181,121,1,-3399.19482422,-4350.27978516,39.2759590149,0x0,0,
4063,181,122,1,-3562.31079102,-4491.47509766,49.0289497375,0x0,0,
4064,181,123,1,-3689.76049805,-4618.78466797,46.6394615173,0x0,0,
4065,181,124,1,-3782.24780273,-4646.53369141,41.4738197327,0x0,0,
4066,181,125,1,-3843.11254883,-4613.99755859,24.2768192291,0x0,0,
4067,181,126,1,-3854.09301758,-4548.89697266,16.5367546082,0x0,0,
4068,181,127,1,-3826.27050781,-4515.59863281,14.4308137894,0x0,0,
4324,182,0,1,-3826.27050781,-4515.59863281,14.4308137894,0x0,0,
4323,182,1,1,-3854.09301758,-4548.89697266,16.5367546082,0x0,0,
4322,182,2,1,-3843.11254883,-4613.99755859,24.2768192291,0x0,0,
4321,182,3,1,-3782.24780273,-4646.53369141,41.4738197327,0x0,0,
4320,182,4,1,-3689.76049805,-4618.78466797,46.6394615173,0x0,0,
4319,182,5,1,-3562.31079102,-4491.47509766,49.0289497375,0x0,0,
4318,182,6,1,-3399.19482422,-4350.27978516,39.2759590149,0x0,0,
4316,182,7,1,-3151.92578125,-4242.24853516,30.4169654846,0x0,0,
4315,182,8,1,-2957.80322266,-4224.46972656,31.9114780426,0x0,0,
4314,182,9,1,-2713.09887695,-4240.42626953,37.6281929016,0x0,0,
4313,182,10,1,-2544.06567383,-4245.95947266,42.7953491211,0x0,0,
4312,182,11,1,-2360.89868164,-4146.29638672,47.6321182251,0x0,0,
4311,182,12,1,-2216.79589844,-4017.5144043,39.5377616882,0x0,0,
4310,182,13,1,-2121.20922852,-3815.98095703,33.8625984192,0x0,0,
4309,182,14,1,-2008.35632324,-3729.73217773,45.6999053955,0x0,0,
4308,182,15,1,-1952.85986328,-3573.92431641,74.7227783203,0x0,0,
4307,182,16,1,-1923.53234863,-3350.13891602,95.7521286011,0x0,0,
4306,182,17,1,-1827.40039062,-3171.6875,114.575630188,0x0,0,
4305,182,18,1,-1836.890625,-3038.85473633,125.188941956,0x0,0,
4304,182,19,1,-1831.50219727,-2841.54956055,126.289550781,0x0,0,
4303,182,20,1,-1787.37731934,-2670.44262695,125.594146729,0x0,0,
4302,182,21,1,-1887.90734863,-2530.51391602,124.378646851,0x0,0,
4301,182,22,1,-2014.10986328,-2455.29638672,126.644073486,0x0,0,
4300,182,23,1,-2131.9375,-2232.2590332,127.787582397,0x0,0,
4299,182,24,1,-2160.61621094,-2068.16333008,123.964653015,0x0,0,
4298,182,25,1,-2246.28613281,-1850.76977539,127.718940735,0x0,0,
4297,182,26,1,-2390.88232422,-1671.52392578,122.300971985,0x0,0,
4296,182,27,1,-2393.890625,-1505.42602539,91.0537109375,0x0,0,
4295,182,28,1,-2485.49975586,-1365.22961426,35.4414672852,0x0,0,
4294,182,29,1,-2592.8449707,-1236.39318848,38.274356842,0x0,0,
4293,182,30,1,-2624.27856445,-1080.30310059,23.0560646057,0x0,0,
4292,182,31,1,-2617.49414063,-924.966491699,25.3334674835,0x0,0,
4291,182,32,1,-2577.55175781,-766.997314453,28.8552036285,0x0,0,
4290,182,33,1,-2596.8659668,-551.766418457,23.8712844849,0x0,0,
4289,182,34,1,-2650.07641602,-404.096801758,21.1328258514,0x0,0,
4288,182,35,1,-2595.77783203,-205.737747192,26.463973999,0x0,0,
4287,182,36,1,-2489.59716797,-33.2798957825,30.589756012,0x0,0,
4286,182,37,1,-2392.17333984,67.3517837524,43.0210418701,0x0,0,
4285,182,38,1,-2332.87207031,173.314025879,66.0579681396,0x0,0,
4284,182,39,1,-2246.23535156,290.076171875,150.664169312,0x0,0,
4283,182,40,1,-2220.90161133,386.092437744,193.777740479,0x0,0,
4282,182,41,1,-2207.44702148,457.167541504,189.469467163,0x0,0,
4281,182,42,1,-2224.90844727,537.313354492,169.494537354,0x0,0,
4280,182,43,1,-2261.39941406,592.32989502,166.089187622,0x0,0,
4279,182,44,1,-2222.26123047,658.823486328,164.992752075,0x0,0,
4278,182,45,1,-2202.4699707,732.517578125,186.234695435,0x0,0,
4277,182,46,1,-2147.15136719,811.456726074,196.881759644,0x0,0,
4276,182,47,1,-2082.90893555,836.607849121,203.001159668,0x0,0,
4275,182,48,1,-2028.29260254,853.091796875,170.331329346,0x0,0,
4274,182,49,1,-1966.3638916,894.212219238,153.930252075,0x0,0,
4273,182,50,1,-1855.5357666,903.476135254,147.347763062,0x0,0,
4272,182,51,1,-1726.08996582,841.755432129,124.380577087,0x0,0,
4271,182,52,1,-1590.55065918,900.064697266,118.415748596,0x0,0,
4270,182,53,1,-1470.95568848,986.377746582,100.405258179,0x0,0,
4269,182,54,1,-1327.74584961,1038.98937988,99.1732254028,0x0,0,
4268,182,55,1,-1149.88085938,1046.68432617,99.0884094238,0x0,0,
4267,182,56,1,-1016.09112549,1126.55175781,98.9195251465,0x0,0,
4266,182,57,1,-900.267150879,1245.82092285,139.91973877,0x0,0,
4265,182,58,1,-833.151245117,1310.82067871,118.361473083,0x0,0,
4264,182,59,1,-593.003234863,1425.0814209,98.7033691406,0x0,0,
4263,182,60,1,-447.804901123,1431.60778809,106.910316467,0x0,0,
4262,182,61,1,-316.565979004,1456.5045166,106.541122437,0x0,0,
4261,182,62,1,-148.881072998,1498.44006348,105.024200439,0x0,0,
4260,182,63,1,-1.56141495705,1593.53759766,113.251251221,0x0,0,
4259,182,64,1,71.1000442505,1689.5645752,103.331008911,0x0,0,
4258,182,65,1,132.573028564,1765.58703613,96.888885498,0x0,0,
4257,182,66,1,263.521484375,1834.15087891,96.9807662964,0x0,0,
4256,182,67,1,385.044921875,1790.1953125,80.6934127808,0x0,0,
4255,182,68,1,632.571960449,1708.86523438,47.9860839844,0x0,0,
4254,182,69,1,713.502075195,1658.43945313,35.36328125,0x0,0,
4253,182,70,1,881.957824707,1621.30700684,45.9727706909,0x0,0,
4252,182,71,1,1036.54260254,1539.13000488,79.1030197144,0x0,0,
4251,182,72,1,1185.80834961,1515.33776855,116.197242737,0x0,0,
4250,182,73,1,1296.28649902,1424.96557617,151.936981201,0x0,0,
4249,182,74,1,1484.14038086,1385.48669434,194.946975708,0x0,0,
4248,182,75,1,1589.15991211,1309.28552246,224.541137695,0x0,0,
4247,182,76,1,1711.18554687,1337.43444824,219.853118896,0x0,0,
4246,182,77,1,1901.41931152,1389.65710449,184.425643921,0x0,0,
4245,182,78,1,2027.50695801,1444.46118164,261.809356689,0x0,0,
4244,182,79,1,2089.75390625,1409.98120117,370.232971191,0x0,0,
4243,182,80,1,2320.4152832,1362.35522461,361.899475098,0x0,0,
4242,182,81,1,2465.3503418,1407.40063477,361.351043701,0x0,0,
4241,182,82,1,2592.42871094,1521.01452637,365.25378418,0x0,0,
4240,182,83,1,2693.34277344,1669.91894531,378.68460083,0x0,0,
4239,182,84,1,2711.17773438,1795.36694336,386.030731201,0x0,0,
4238,182,85,1,2707.22314453,1917.24194336,361.534759521,0x0,0,
4237,182,86,1,2742.85913086,2044.55126953,287.144958496,0x0,0,
4236,182,87,1,2769.79248047,2174.16015625,257.127410889,0x0,0,
4235,182,88,1,2824.171875,2355.05737305,246.546936035,0x0,0,
4234,182,89,1,2840.90600586,2465.95263672,198.321121216,0x0,0,
4233,182,90,1,2929.50610352,2518.25097656,163.400360107,0x0,0,
4232,182,91,1,2997.19335938,2498.91357422,143.16104126,0x0,0,
4231,182,92,1,3072.45751953,2423.8059082,120.994682312,0x0,0,
4230,182,93,1,3209.01855469,2339.86645508,78.2730560303,0x0,0,
4229,182,94,1,3299.01367188,2204.73852539,77.7277297974,0x0,0,
4228,182,95,1,3334.35375977,1928.01196289,46.8504219055,0x0,0,
4227,182,96,1,3315.59228516,1699.84008789,15.1443281174,0x0,0,
4226,182,97,1,3397.72753906,1538.08374023,11.8354625702,0x0,0,
4225,182,98,1,3611.34863281,1390.51049805,6.99728679657,0x0,0,
4224,182,99,1,3788.52441406,1270.59899902,2.95781803131,0x0,0,
4223,182,100,1,3969.84472656,1182.18078613,8.32344245911,0x0,0,
4222,182,101,1,4085.26879883,1146.18469238,9.10434246063,0x0,0,
4221,182,102,1,4225.38183594,1147.75097656,16.0350379944,0x0,0,
4220,182,103,1,4348.07910156,1080.17651367,20.5020751953,0x0,0,
4219,182,104,1,4433.87060547,936.56640625,20.2934570312,0x0,0,
4218,182,105,1,4550.71289063,811.180114746,24.281867981,0x0,0,
4217,182,106,1,4663.171875,713.989807129,28.8981876373,0x0,0,
4216,182,107,1,4736.63232422,671.379760742,29.8216552734,0x0,0,
4215,182,108,1,4781.81005859,595.717651367,25.1695823669,0x0,0,
4214,182,109,1,4888.85400391,546.52734375,25.4167137146,0x0,0,
4213,182,110,1,4987.44189453,481.904510498,24.5784912109,0x0,0,
4212,182,111,1,5102.83349609,475.061737061,26.2838592529,0x0,0,
4211,182,112,1,5284.32275391,533.72265625,29.1476573944,0x0,0,
4210,182,113,1,5506.14404297,532.605712891,22.1694450378,0x0,0,
4209,182,114,1,5738.99560547,578.870422363,10.4109897614,0x0,0,
4208,182,115,1,5991.47851563,502.369354248,14.669052124,0x0,0,
4336,182,116,1,6150.17724609,501.963989258,24.6964569092,0x0,0,
4337,182,117,1,6237.27197266,554.458435059,15.1062965393,0x0,0,
4338,182,118,1,6303.10888672,568.796691895,21.8551654816,0x0,0,
4339,182,119,1,6341.4765625,556.866882324,16.2637882233,0x0,0,
4476,201,0,1,-7224.43994141,-3733.88452148,9.60830688477,0x0,0,
4477,201,1,1,-7228.98242188,-3767.60986328,15.3305253983,0x0,0,
4478,201,2,1,-7244.88232422,-3827.05395508,17.3860607147,0x0,0,
4496,201,3,1,-7213.01025391,-3970.89941406,17.1944732666,0x0,0,
4497,201,4,1,-7143.69384766,-4075.0078125,17.9722270966,0x0,0,
4498,201,5,1,-7047.64257813,-4156.24169922,17.638917923,0x0,0,
4499,201,6,1,-7054.69677734,-4372.96533203,17.1111240387,0x0,0,
4500,201,7,1,-7010.28515625,-4584.58251953,18.6111183167,0x0,0,
4501,201,8,1,-6924.27734375,-4711.36279297,15.7777862549,0x0,0,
4502,201,9,1,-6789.77001953,-4792.51513672,13.4444561005,0x0,0,
4503,201,10,1,-6732.31982422,-4859.51806641,2.80555701256,0x0,0,
4504,201,11,1,-6595.95605469,-5073.46337891,3.0,0x0,0,
4505,201,12,1,-6204.50878906,-5053.75537109,8.8611125946,0x0,0,
4506,201,13,1,-5371.42089844,-5221.8203125,6.66667222977,0x0,0,
4507,201,14,1,-4816.62109375,-5265.95556641,9.02778339386,0x0,0,
4508,201,15,1,-4499.02099609,-5129.12353516,10.0833368301,0x0,0,
4509,201,16,1,-4123.43212891,-4969.54931641,11.1111154556,0x0,0,
4510,201,17,1,-3959.86376953,-4837.69384766,18.6944541931,0x0,0,
4511,201,18,1,-3909.90625,-4659.90527344,20.3611278534,0x0,0,
4512,201,19,1,-3873.86938477,-4573.65625,20.6389160156,0x0,0,
4513,201,20,1,-3836.59472656,-4527.39990234,15.1666851044,0x0,0,
4514,201,21,1,-3826.04174805,-4515.91210938,11.6111192703,0x0,0,
4515,222,0,1,-3826.41137695,-4515.26708984,11.9722242355,0x0,0,
4516,222,1,1,-3851.27832031,-4541.06103516,15.4444446564,0x0,0,
4517,222,2,1,-3892.72607422,-4549.69091797,16.5000095367,0x0,0,
4518,222,3,1,-3956.38452148,-4529.72119141,17.4166870117,0x0,0,
4519,222,4,1,-4048.11108398,-4575.98193359,21.0277862549,0x0,0,
4520,222,5,1,-4123.89501953,-4685.69726563,11.7222290039,0x0,0,
4521,222,6,1,-4252.88623047,-4864.06933594,9.66666889191,0x0,0,
4522,222,7,1,-4517.32226563,-5029.44970703,9.72222614288,0x0,0,
4523,222,8,1,-5068.23339844,-5133.34130859,8.47222614288,0x0,0,
4524,222,9,1,-5734.70556641,-5100.08447266,11.1666688919,0x0,0,
4525,222,10,1,-6197.19335937,-5167.01464844,10.3611192703,0x0,0,
4526,222,11,1,-6566.84472656,-5066.33251953,10.7500047684,0x0,0,
4527,222,12,1,-6705.45458984,-4903.35839844,11.6388893127,0x0,0,
4528,222,13,1,-6827.48974609,-4820.91064453,35.7222480774,0x0,0,
4529,222,14,1,-6962.29101563,-4764.91601563,19.027797699,0x0,0,
4530,222,15,1,-7068.80908203,-4620.30322266,17.6111240387,0x0,0,
4531,222,16,1,-7108.92236328,-4424.21337891,21.3333377838,0x0,0,
